edad;sexo;alfabeto;sistema_salud;nivel_educativo;ocupacion_jerarquia;estado_civil;ingreso
48;mujer;Si;Obra social (incluye PAMI);Primaria Completa;Cuenta propia;4;5000
33;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Cuenta propia;3;25000
54;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;1;10000
63;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Director;1;60000
56;hombre;Si;No paga ni le descuentan;Superior Universitaria Incompleta;Cuenta propia;1;10000
35;mujer;Si;Mutual / Prepaga / Servicio de emergencia;Secundaria Completa;Cuenta propia;3;8000
35;mujer;Si;Obra social (incluye PAMI);Primaria Completa;Cuenta propia;1;2000
35;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;4;4000
21;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;4;7500
43;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;3;12000
67;hombre;Si;Obra social (incluye PAMI);Primaria Completa;Cuenta propia;1;25000
73;mujer;Si;Mutual / Prepaga / Servicio de emergencia;Superior Universitaria Completa;Cuenta propia;1;30000
39;hombre;Si;Mutual / Prepaga / Servicio de emergencia;Secundaria Completa;Cuenta propia;4;30000
67;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;1;25000
56;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Cuenta propia;1;15000
49;hombre;Si;Mutual / Prepaga / Servicio de emergencia;Superior Universitaria Incompleta;Cuenta propia;1;20000
43;hombre;Si;Obra social (incluye PAMI);Secundaria Incompleta;Cuenta propia;1;28000
45;hombre;Si;Obra social (incluye PAMI);Primaria Completa;Cuenta propia;4;8000
25;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Cuenta propia;3;4000
53;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;3;4000
46;mujer;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;1;20000
33;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;3;22000
32;mujer;Si;Obra social (incluye PAMI);Primaria Completa;Cuenta propia;2;7000
50;mujer;Si;Planes y seguros públicos;Primaria Incompleta(incluye educación especial);Cuenta propia;5;1000
60;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;1;5000
27;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;4;13000
54;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;2;10000
18;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Cuenta propia;3;1500
34;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;4;10000
50;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;1;10000
58;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;1;12000
47;hombre;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;1;25000
68;hombre;Si;Obra social (incluye PAMI);Primaria Incompleta(incluye educación especial);Cuenta propia;4;4000
20;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;3;8000
29;hombre;Si;Mutual / Prepaga / Servicio de emergencia;Primaria Completa;Director;4;17000
27;mujer;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;1;7000
58;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;4;8000
47;hombre;Si;No paga ni le descuentan;Primaria Incompleta(incluye educación especial);Cuenta propia;1;4000
61;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Director;1;25000
28;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;3;10000
59;hombre;Si;No paga ni le descuentan;Primaria Incompleta(incluye educación especial);Cuenta propia;4;10000
47;hombre;Si;Obra social (incluye PAMI);Secundaria Incompleta;Cuenta propia;1;8000
47;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;2;30000
46;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;4;8000
45;hombre;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;1;30000
54;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;1;15000
42;mujer;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;1;15000
49;mujer;Si;Obra social (incluye PAMI);Primaria Completa;Cuenta propia;2;12000
27;mujer;Si;Planes y seguros públicos;Secundaria Completa;Cuenta propia;4;4000
62;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;1;2000
20;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;3;7500
35;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;3;9000
41;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;1;15000
51;hombre;Si;No paga ni le descuentan;Secundaria Completa;Director;1;25000
63;mujer;Si;Obra social (incluye PAMI);Primaria Completa;Cuenta propia;1;15000
43;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;3;8000
36;mujer;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;1;10000
56;hombre;Si;Obra social (incluye PAMI);Primaria Completa;Cuenta propia;2;2000
59;mujer;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;1;2000
68;hombre;Si;Obra social (incluye PAMI);Primaria Incompleta(incluye educación especial);Cuenta propia;1;5000
60;hombre;Si;Mutual / Prepaga / Servicio de emergencia;Secundaria Completa;Cuenta propia;1;20000
55;hombre;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;1;20000
49;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;1;19000
46;mujer;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;1;15000
40;hombre;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;1;5000
49;hombre;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;4;20000
26;mujer;Si;No paga ni le descuentan;Superior Universitaria Completa;Cuenta propia;3;5000
62;mujer;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;1;1000
50;mujer;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;2;2000
29;hombre;No;No paga ni le descuentan;Primaria Incompleta(incluye educación especial);Cuenta propia;4;17000
41;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;1;50000
53;hombre;Si;No paga ni le descuentan;Primaria Incompleta(incluye educación especial);Cuenta propia;4;15000
31;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Cuenta propia;3;20000
22;mujer;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;4;1500
65;hombre;No;Obra social (incluye PAMI);Sin instrucción;Cuenta propia;5;2000
48;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;1;20000
31;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Director;1;30000
40;mujer;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;3;9000
42;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;4;10000
57;mujer;Si;Obra social (incluye PAMI);Secundaria Incompleta;Cuenta propia;1;2600
43;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;4;30000
51;mujer;Si;Obra social (incluye PAMI);Primaria Completa;Cuenta propia;2;1000
28;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Cuenta propia;4;15000
46;mujer;Si;Obra social (incluye PAMI);Secundaria Incompleta;Cuenta propia;1;600
44;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;3;25000
46;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Cuenta propia;2;10000
50;hombre;Si;Mutual / Prepaga / Servicio de emergencia;Superior Universitaria Completa;Cuenta propia;3;6000
65;mujer;Si;Obra social (incluye PAMI);Primaria Completa;Cuenta propia;2;2000
30;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;4;18000
74;mujer;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;5;5000
64;mujer;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;4;4000
45;mujer;Si;No paga ni le descuentan;Superior Universitaria Completa;Cuenta propia;1;10000
61;mujer;Si;Mutual/prepaga/servicio de emergencia/ Planes y Seguros Públicos;Primaria Incompleta(incluye educación especial);Cuenta propia;5;2000
52;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;1;8500
35;mujer;Si;Planes y seguros públicos;Primaria Completa;Cuenta propia;4;3000
75;mujer;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;3;20000
36;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;4;40000
50;mujer;Si;Obra social y mutual/prepaga/servicio de emergencia.;Superior Universitaria Completa;Director;1;50000
32;mujer;Si;No paga ni le descuentan;Primaria Incompleta(incluye educación especial);Cuenta propia;2;3500
56;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;4;28000
58;mujer;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;3;2000
56;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Cuenta propia;1;30000
49;hombre;Si;Obra social (incluye PAMI);Secundaria Incompleta;Cuenta propia;4;30000
42;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Cuenta propia;3;1500
42;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;3;7000
59;mujer;Si;Obra social (incluye PAMI);Secundaria Incompleta;Cuenta propia;2;10000
41;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;1;16000
70;hombre;Si;Obra social (incluye PAMI);Secundaria Incompleta;Cuenta propia;2;9000
38;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;1;6000
53;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Director;1;40000
49;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;4;38000
49;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Director;4;10000
53;mujer;Si;Mutual / Prepaga / Servicio de emergencia;Secundaria Completa;Cuenta propia;2;12000
55;mujer;Si;No paga ni le descuentan;Primaria Completa;Director;1;24000
28;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;4;10000
72;hombre;Si;Obra social (incluye PAMI);Primaria Completa;Cuenta propia;1;1000
35;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;3;8000
68;mujer;Si;Obra social (incluye PAMI);Primaria Incompleta(incluye educación especial);Cuenta propia;2;700
41;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;1;10000
28;mujer;Si;No paga ni le descuentan;Superior Universitaria Completa;Cuenta propia;3;5000
28;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;4;13000
32;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;4;7500
22;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;4;10500
42;hombre;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;1;15000
34;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;1;10000
31;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Cuenta propia;4;3000
46;hombre;Si;Obra social (incluye PAMI);Primaria Completa;Cuenta propia;1;6000
48;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Director;2;100000
26;mujer;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;4;15000
48;mujer;Si;Obra social (incluye PAMI);Secundaria Incompleta;Cuenta propia;1;8000
17;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;3;1500
32;mujer;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;3;6000
50;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;3;9000
46;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;4;5000
60;mujer;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;2;5000
25;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;4;6000
41;hombre;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;1;15000
55;hombre;Si;Obra social y mutual/prepaga/servicio de emergencia.;Superior Universitaria Incompleta;Cuenta propia;1;12000
48;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;1;8000
70;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;4;30000
37;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;1;9000
32;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;4;6000
65;hombre;Si;Obra social (incluye PAMI);Secundaria Incompleta;Cuenta propia;1;8000
54;hombre;Si;Obra social (incluye PAMI);Secundaria Completa;Director;1;30000
38;hombre;Si;Mutual / Prepaga / Servicio de emergencia;Superior Universitaria Incompleta;Cuenta propia;4;30000
38;hombre;Si;No paga ni le descuentan;Superior Universitaria Completa;Cuenta propia;4;30000
44;hombre;Si;No paga ni le descuentan;Primaria Incompleta(incluye educación especial);Cuenta propia;2;18000
45;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;3;8000
53;hombre;Si;Mutual / Prepaga / Servicio de emergencia;Secundaria Completa;Cuenta propia;1;20000
21;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;3;4000
53;hombre;Si;Obra social (incluye PAMI);Secundaria Incompleta;Cuenta propia;4;2000
48;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;1;6000
40;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;4;12000
62;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;3;8000
65;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;5;2000
24;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;3;6000
22;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Cuenta propia;3;40000
68;hombre;Si;Obra social (incluye PAMI);Primaria Completa;Cuenta propia;1;10000
48;hombre;Si;Obra social (incluye PAMI);Primaria Completa;Cuenta propia;1;35000
58;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;1;14000
44;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;1;15000
64;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Director;4;35000
26;hombre;Si;Obra social (incluye PAMI);Secundaria Incompleta;Cuenta propia;3;12000
37;hombre;Si;No paga ni le descuentan;Primaria Incompleta(incluye educación especial);Director;1;20000
42;mujer;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;3;5000
28;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Cuenta propia;4;15000
50;mujer;Si;Obra social (incluye PAMI);Secundaria Completa;Director;2;25000
45;mujer;Si;Obra social y mutual/prepaga/servicio de emergencia.;Superior Universitaria Incompleta;Cuenta propia;4;30000
59;hombre;Si;Planes y seguros públicos;Primaria Completa;Cuenta propia;3;1800
42;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Cuenta propia;4;20000
42;mujer;Si;No paga ni le descuentan;Superior Universitaria Completa;Cuenta propia;1;13000
51;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;1;7000
55;mujer;Si;Obra social (incluye PAMI);Primaria Completa;Cuenta propia;1;1400
43;hombre;Si;Mutual / Prepaga / Servicio de emergencia;Secundaria Completa;Cuenta propia;4;11000
66;hombre;Si;Mutual / Prepaga / Servicio de emergencia;Superior Universitaria Incompleta;Cuenta propia;1;18000
44;hombre;Si;Obra social (incluye PAMI);Secundaria Incompleta;Cuenta propia;1;12000
37;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;4;20000
33;hombre;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;4;30000
41;hombre;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;4;10000
21;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;4;12000
47;mujer;Si;Obra social (incluye PAMI);Secundaria Incompleta;Cuenta propia;1;6000
39;hombre;Si;No paga ni le descuentan;Superior Universitaria Completa;Cuenta propia;3;10000
44;hombre;Si;No paga ni le descuentan;Primaria Incompleta(incluye educación especial);Director;3;15000
51;mujer;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;4;5000
52;mujer;Si;Mutual / Prepaga / Servicio de emergencia;Superior Universitaria Completa;Cuenta propia;1;45000
59;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;4;8000
51;mujer;Si;Obra social (incluye PAMI);Secundaria Incompleta;Cuenta propia;3;5000
34;mujer;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;2;15000
30;mujer;Si;Planes y seguros públicos;Secundaria Completa;Cuenta propia;4;8000
55;mujer;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;3;3000
52;mujer;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;4;9000
42;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;1;30000
43;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;1;13500
35;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;3;7000
31;mujer;Si;Mutual / Prepaga / Servicio de emergencia;Secundaria Completa;Cuenta propia;4;4000
54;mujer;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;5;5000
38;hombre;Si;No paga ni le descuentan;Primaria Incompleta(incluye educación especial);Cuenta propia;4;8000
43;mujer;Si;No paga ni le descuentan;Superior Universitaria Incompleta;Cuenta propia;2;15000
47;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;4;7000
19;mujer;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;3;1000
53;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;1;14000
18;hombre;Si;Mutual / Prepaga / Servicio de emergencia;Secundaria Incompleta;Cuenta propia;4;4000
36;mujer;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;4;6000
32;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;3;60000
49;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Cuenta propia;1;3000
27;hombre;Si;No paga ni le descuentan;Superior Universitaria Incompleta;Cuenta propia;3;1200
63;mujer;Si;Obra social (incluye PAMI);Primaria Incompleta(incluye educación especial);Cuenta propia;1;9800
23;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Cuenta propia;3;2400
40;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;3;8000
